
17-OCT-06,Great Easte,Brics,Buy,304.25,340.00,341.10,12.11,-48.45,Achieved
17-OCT-06,Contain Corp,Karvy,Market Performer,633.66,660.03,1718.50,171.20,24.70,Achieved
17-OCT-06,Zen Tech,Asit C. Mehta,Result Update,8.67,NA,79.95,822.15,324.00,NA
17-OCT-06,Tcs ,Karvy,Outperformer,556.95,700.00,2591.50,365.30,113.94,Achieved
18-OCT-06,Nitco ,Karvy,Market Performer,196.15,222.00,27.05,-86.21,-93.67,Pending
18-OCT-06,Indian Petrochemicals Corp. ,Angel,Hold,303.85,335.00,483.10,58.99,-27.04,Achieved
18-OCT-06,Union Bank,Angel,Hold,130.00,145.00,155.95,19.96,-44.95,Achieved
18-OCT-06,Bajajhldng,Angel,Neutral,2898.85,NA,1455.00,-49.81,-76.97,NA
18-OCT-06,Easter Silk,Padmakshi,Buy,24.14,85.20,1.66,-93.12,-96.84,Pending
18-OCT-06,Ballarpur,Asit C. Mehta,Result Update,121.65,152.00,13.47,-88.93,-94.92,Pending
18-OCT-06,Wipro Ltd.,Asit C. Mehta,Result Update,334.35,NA,552.35,65.20,-24.19,NA
19-OCT-06,Tech Mah,Karvy,Out Performer,193.41,218.75,486.50,151.54,14.22,Achieved
19-OCT-06,Wipro Ltd.,Karvy,Out Performer,330.09,420.00,552.35,67.33,-24.02,Achieved
19-OCT-06,Bajajhldng,Karvy,Results Review,2788.95,3000.00,1455.00,-47.83,-76.31,Pending
19-OCT-06,Jubilan,Karvy,Buy,211.80,278.00,168.90,-20.25,-63.79,Pending
19-OCT-06,Deccan Chr,Emkay,Buy,132.18,154.40,1.82,-98.62,-99.37,Pending
19-OCT-06,Bharat Forge,Asit C. Mehta,Result Update,349.65,418.00,1108.50,217.03,43.96,Achieved
19-OCT-06,Zensartech,Angel,Buy,115.05,200.00,672.00,484.09,165.22,Achieved
19-OCT-06,Kirlosin,Angel,Hold,132.93,149.00,578.00,334.82,97.44,Achieved
19-OCT-06,Hindalco In,Angel,Neutral,169.55,NA,113.10,-33.29,-69.71,NA
19-OCT-06,Laxmimach,Emkay,Result Update,2991.29,NA,3715.80,24.22,-43.59,NA
20-OCT-06,Unichem Lab,Karvy,Buy,99.88,132.00,194.75,94.98,-11.56,Achieved
20-OCT-06,Ril Cap Ven,Angel,Hold,20.35,1293.00,18.90,-7.13,-57.87,Pending
20-OCT-06,Libertshoe,Karvy,Buy,150.90,280.00,230.50,52.75,-30.72,Pending
20-OCT-06,Sun Pharma,Angel,Result Update,91.25,NA,873.00,856.71,333.94,NA
20-OCT-06,Sun Pharma,Angel,Neutral,91.25,NA,873.00,856.71,333.94,NA
20-OCT-06,Reliance,Angel,Hold,601.02,646.50,1005.75,67.34,-24.10,Achieved
20-OCT-06,Sanghiin,Asit C. Mehta,Conference Call Note,68.30,NA,53.00,-22.40,-64.80,NA
20-OCT-06,Ong Corp ,Angel,Neutral,192.26,NA,313.70,63.16,-25.99,NA
